owner,repo,Total_Classes,CBO_Média,CBO_Mediana,CBO_Moda,CBO_DesvioPadrao,CBO_Mínimo,CBO_Máximo,CBO_P90,%CBO_Outliers,%CBO_Acima_14,DIT_Média,DIT_Mediana,DIT_Moda,DIT_DesvioPadrao,DIT_Mínimo,DIT_Máximo,DIT_P90,%DIT_Outliers,%DIT_Acima_7,LOC_Média,LOC_Mediana,LOC_Moda,LOC_DesvioPadrao,LOC_Mínimo,LOC_Máximo,LOC_P90,%LOC_Outliers,%LOC_Acima_500,LCOM_Média,LCOM_Mediana,LCOM_Moda,LCOM_DesvioPadrao,LCOM_Mínimo,LCOM_Máximo,LCOM_P90,%LCOM_Outliers,Média_Coment_Classe,Coment/LOC,Média_Coment_Repo
raphw,byte-buddy,6150,6.147,4.0,1,8.082,0,159,14.0,3.301,9.22,1.616,1.0,1,1.983,1,43,3.0,2.602,1.545,46.541,13.0,5,185.195,1,5371,78.0,1.561,1.333,14.866,0.0,0,288.636,0,19306,6.0,0.374,10.281,0.289,13.428
razerdp,BasePopup,568,5.887,3.0,1,6.571,0,59,15.0,3.521,10.915,1.695,1.0,1,1.209,1,10,4.0,3.873,0.176,49.801,16.0,5,93.28,1,1035,130.6,3.345,0.88,34.294,1.0,0,226.372,0,4095,37.0,1.408,2.976,0.074,3.662
rbmonster,learning-note,658,2.195,2.0,1,2.412,0,23,4.3,4.863,0.304,1.173,1.0,1,0.547,1,4,2.0,3.799,0.0,20.316,13.0,5,23.361,1,360,43.3,3.647,0.0,2.894,0.0,0,21.75,0,464,4.0,0.456,2.201,0.139,2.833
react-native-image-picker,react-native-image-picker,11,6.182,4.0,1,6.431,1,22,13.0,9.091,9.091,1.545,2.0,2,0.522,1,2,2.0,0.0,0.0,73.727,21.0,16,132.261,2,448,167.0,9.091,0.0,66.182,1.0,0,211.24,0,703,11.0,9.091,2.824,0.059,4.364
react-native-linear-gradient,react-native-linear-gradient,19,5.158,4.0,2,3.387,1,12,9.6,10.526,0.0,1.632,1.0,1,0.761,1,3,3.0,0.0,0.0,25.684,13.0,5,33.427,5,151,44.4,5.263,0.0,10.684,1.0,0,23.305,0,94,31.4,5.263,3.407,0.189,4.842
react-native-share,react-native-share,41,5.585,3.0,3,4.919,0,22,11.0,4.878,4.878,2.073,2.0,3,0.905,1,3,3.0,0.0,0.0,43.707,21.0,20,54.288,2,287,113.0,4.878,0.0,8.61,8.0,10,11.371,0,64,15.0,2.439,2.426,0.092,4.024
react-native-webrtc,react-native-webrtc,67,6.119,4.0,1,9.422,0,58,11.0,4.478,8.955,1.149,1.0,1,0.359,1,2,2.0,14.925,0.0,60.985,18.0,5,155.295,3,1134,83.4,2.985,1.493,8.716,0.0,0,29.372,0,154,6.0,4.478,6.516,0.148,9.045
reactive-streams,reactive-streams-jvm,459,3.122,3.0,1,2.646,0,17,7.0,4.357,0.436,1.277,1.0,1,0.798,1,7,2.0,8.715,0.0,34.288,13.0,5,84.748,1,809,52.2,3.05,1.089,20.336,0.0,0,127.962,0,1516,8.2,2.397,4.702,0.152,5.224
ReactiveX,RxAndroid,55,2.273,1.0,1,3.788,0,18,7.2,7.273,3.636,1.127,1.0,1,0.433,1,3,1.0,9.091,0.0,26.4,6.0,5,80.566,3,581,58.4,1.818,1.818,3.091,0.0,0,11.234,0,66,3.6,5.455,1.188,0.052,1.382
ReactiveX,RxJava,11867,2.525,1.0,0,5.254,0,237,7.0,2.258,1.668,1.319,1.0,1,0.886,1,26,2.0,2.899,0.202,31.222,5.0,5,103.565,1,2838,63.0,2.511,0.775,47.463,0.0,0,1802.905,0,143916,4.0,0.126,3.589,0.122,3.807
reactor,reactor-core,2245,7.188,7.0,2,8.204,0,231,14.0,1.782,8.241,1.682,1.0,1,1.632,1,43,4.0,3.474,0.535,90.171,32.0,5,154.791,1,1948,236.2,4.098,2.762,121.572,1.0,0,2142.735,0,95703,87.6,0.223,10.021,0.148,13.338
redisson,redisson,2853,5.957,3.0,1,10.733,0,204,13.0,2.874,8.623,1.342,1.0,1,0.762,1,7,2.0,8.693,0.0,59.167,15.0,5,155.752,1,2269,129.8,3.435,2.348,180.413,0.0,0,1619.024,0,48510,130.8,1.052,15.369,0.316,18.677
redis,jedis,1221,5.538,3.0,1,8.76,0,151,13.0,1.229,7.535,1.42,1.0,1,0.851,1,7,3.0,2.293,0.0,89.901,26.0,8,254.514,1,4279,184.0,2.948,3.522,530.372,1.0,0,14553.31,0,508218,153.0,0.082,10.632,0.162,14.542
redis,lettuce,2025,6.31,4.0,1,8.409,0,142,15.0,2.667,10.37,1.393,1.0,1,0.947,1,20,2.0,1.383,0.198,54.247,21.0,5,131.698,1,3299,122.2,2.074,0.889,166.445,0.0,0,3409.077,0,150426,78.0,0.395,21.399,0.567,30.741
rememberber,WePush,276,6.812,2.5,1,7.882,0,35,18.0,4.71,21.014,1.58,1.0,1,1.469,1,7,2.0,9.783,0.0,82.065,37.0,5,122.722,2,927,221.0,5.435,2.174,25.178,1.0,0,111.7,0,1326,29.0,2.174,6.033,0.114,9.333
remkop,picocli,2940,3.004,2.0,1,4.957,0,91,5.0,3.095,2.177,1.112,1.0,1,1.474,1,76,1.0,0.714,0.102,32.664,5.0,3,305.079,1,13512,27.0,0.816,1.02,58.914,0.0,0,970.418,0,34452,1.0,0.51,3.254,0.113,3.7
rengwuxian,MaterialEditText,26,5.654,2.0,2,10.587,0,34,22.0,11.538,11.538,1.308,1.0,1,0.471,1,2,2.0,0.0,0.0,130.192,16.0,5,327.262,3,1020,545.0,11.538,11.538,742.846,0.0,0,2092.798,0,6425,3223.0,11.538,26.548,0.243,31.654
rengwuxian,RxJavaSamples,53,4.547,3.0,0,5.373,0,20,14.8,9.434,11.321,1.396,1.0,1,0.743,1,3,3.0,15.094,0.0,18.887,8.0,6,20.462,2,91,52.8,3.774,0.0,1.604,0.0,0,3.799,0,22,6.4,3.774,0.089,0.005,0.094
resilience4j,resilience4j,1594,6.997,6.0,2,6.153,0,34,15.0,4.015,11.731,1.467,1.0,1,1.009,1,15,3.0,5.583,0.314,38.795,21.0,8,57.938,1,724,84.0,3.199,0.314,18.971,1.0,0,100.133,0,1711,28.0,1.882,6.15,0.196,7.604
rest-assured,rest-assured,704,5.241,4.0,2,5.838,0,50,11.0,4.688,5.682,1.199,1.0,1,0.456,1,5,2.0,1.136,0.0,40.626,13.0,5,76.882,1,680,99.4,4.403,0.568,106.024,0.0,0,586.406,0,8438,72.3,2.273,17.931,0.605,24.578
ReVanced,revanced-patches,431,5.258,3.0,1,6.286,0,51,13.0,5.336,8.121,1.369,1.0,1,0.648,1,4,2.0,6.497,0.0,45.109,16.0,5,84.891,1,818,99.0,5.104,0.464,18.07,0.0,0,157.434,0,3196,21.0,0.232,7.787,0.264,11.889
rey5137,material,305,6.511,3.0,1,7.982,0,66,15.0,4.918,11.475,1.646,1.0,1,1.195,1,9,3.0,3.279,0.984,89.659,15.0,5,182.38,3,1635,251.0,6.23,4.59,54.495,1.0,0,190.824,0,2373,138.8,2.623,9.156,0.125,11.167
RikkaApps,Sui,89,4.933,3.0,1,5.724,0,31,10.0,5.618,6.742,1.18,1.0,1,0.415,1,3,2.0,1.124,0.0,50.719,26.0,5,69.586,3,415,127.6,4.494,0.0,14.551,1.0,0,66.219,0,435,14.4,2.247,6.578,0.149,7.539
RipMeApp,ripme,320,5.016,4.0,4,3.456,0,24,9.0,3.75,0.625,2.541,2.0,2,1.286,1,5,4.0,0.0,0.0,62.203,30.0,6,111.12,1,1455,152.2,3.438,0.625,28.25,4.0,0,94.416,0,1231,55.1,1.875,5.786,0.166,10.325
RoaringBitmap,RoaringBitmap,638,5.586,5.0,2,4.822,0,33,12.0,4.545,5.643,1.139,1.0,1,0.466,1,7,2.0,2.351,0.0,122.909,26.0,5,348.161,1,3690,241.3,3.918,5.486,259.594,0.0,0,1873.912,0,31878,95.2,1.567,13.185,0.143,17.545
robinhood,ticker,31,4.613,4.0,3,4.759,0,26,8.0,3.226,3.226,1.323,1.0,1,0.702,1,4,2.0,6.452,0.0,51.0,27.0,5,75.589,1,383,114.0,3.226,0.0,27.613,0.0,0,110.131,0,611,53.0,3.226,8.366,0.217,11.065
roboguice,roboguice,3335,4.5,3.0,2,6.404,0,73,9.0,4.198,5.307,1.223,1.0,1,1.022,1,41,2.0,1.469,0.27,22.197,6.0,5,67.862,1,1105,40.0,2.549,0.6,7.128,0.0,0,70.398,0,3207,3.0,1.169,1.862,0.097,2.151
robolectric,robolectric,3976,5.932,4.0,2,6.695,0,97,13.0,3.823,7.646,1.367,1.0,1,1.208,1,47,2.0,1.61,0.302,56.276,15.0,5,132.701,1,2950,132.0,3.747,1.635,72.473,0.0,0,629.823,0,21690,49.0,1.056,5.744,0.139,7.809
rockerhieu,emojicon,39,5.154,4.0,1,5.239,0,22,14.2,5.128,10.256,1.564,1.0,1,0.788,1,4,3.0,2.564,0.0,76.179,13.0,3,261.042,3,1643,104.0,2.564,2.564,6.769,0.0,0,12.985,0,54,25.2,5.128,2.577,0.045,3.436
rom1v,sndcpy,4,7.75,4.5,2,8.261,2,20,15.5,0.0,25.0,2.0,2.0,2,0.816,1,3,2.7,0.0,0.0,53.5,20.0,20,70.373,15,159,117.3,0.0,0.0,20.25,0.0,0,40.5,0,81,56.7,0.0,0.5,0.014,0.75
romandanylyk,PageIndicatorView,72,5.514,4.0,2,5.554,0,34,11.0,2.778,5.556,1.5,1.0,1,0.712,1,4,2.0,9.722,0.0,49.056,26.5,5,74.46,1,536,108.7,4.167,1.389,22.806,1.0,0,161.996,0,1377,14.0,1.389,2.597,0.057,2.778
roncoo,roncoo-pay,394,5.206,3.0,1,6.222,0,59,14.0,5.584,9.645,1.282,1.0,1,0.657,1,5,2.0,2.03,0.0,50.533,28.0,2,83.081,1,1032,103.7,2.03,0.508,62.937,3.0,0,312.8,0,4195,102.8,2.03,13.087,0.448,22.619
ronmamo,reflections,197,2.772,1.0,0,5.446,0,44,6.0,3.046,3.046,1.152,1.0,1,0.502,1,5,2.0,2.538,0.0,24.274,8.0,2,41.899,2,266,76.4,8.122,0.0,13.66,0.0,0,71.365,0,850,23.2,1.523,2.909,0.147,3.558
roughike,BottomBar,66,4.909,2.0,1,6.834,0,45,12.0,3.03,6.061,1.288,1.0,1,0.627,1,4,2.0,3.03,0.0,42.939,6.0,5,111.786,1,654,78.5,4.545,3.03,61.667,0.0,0,332.032,0,2286,19.5,3.03,3.088,0.087,3.742
rovo89,XposedInstaller,203,4.897,2.0,1,6.77,0,43,12.8,5.419,7.882,1.419,1.0,1,0.854,1,6,2.0,4.433,0.0,44.236,10.0,5,81.496,3,488,114.6,6.404,0.0,8.517,0.0,0,29.795,0,241,12.8,4.926,1.113,0.031,1.355
rstudio,rstudio,7007,4.893,2.0,1,10.011,0,272,10.0,2.826,6.593,1.278,1.0,1,0.634,1,12,2.0,4.196,0.029,32.524,9.0,5,115.536,1,5129,64.4,1.898,0.642,352.183,0.0,0,12486.592,0,962578,45.0,0.171,4.055,0.152,4.935
rubenlagus,TelegramBots,761,10.398,11.0,13,6.467,0,72,17.0,1.84,21.419,2.204,1.0,1,1.792,1,7,5.0,6.833,0.0,27.608,16.0,6,44.361,2,476,56.0,2.628,0.0,10.42,0.0,0,81.656,0,1510,10.0,1.183,6.846,0.403,11.12
rubensousa,GravitySnapHelper,8,6.375,4.5,3,5.878,0,18,13.1,12.5,12.5,1.75,1.5,1,0.886,1,3,3.0,0.0,0.0,76.25,13.5,6,139.909,3,412,195.0,12.5,0.0,57.875,1.0,0,154.096,0,439,142.9,12.5,14.091,0.254,19.375
rubensousa,PreviewSeekBar,23,5.652,2.0,1,6.343,0,20,14.8,8.696,13.043,1.174,1.0,1,0.388,1,2,2.0,17.391,0.0,50.696,11.0,3,74.134,3,293,137.2,4.348,0.0,28.174,1.0,0,64.217,0,238,99.8,8.696,5.6,0.168,8.522
rubensousa,ViewPagerCards,9,5.333,6.0,1,4.848,0,15,9.4,11.111,11.111,1.556,2.0,2,0.527,1,2,2.0,0.0,0.0,26.667,14.0,5,23.99,5,71,52.6,0.0,0.0,2.222,0.0,0,3.701,0,9,8.2,0.0,0.9,0.038,1.0
runelite,runelite,3794,3.615,1.0,0,7.119,0,94,10.0,4.982,6.879,1.222,1.0,1,0.735,1,10,2.0,2.926,0.053,125.642,17.0,6,1313.437,1,32002,111.0,0.448,1.608,25.85,0.0,0,867.382,0,51997,8.0,0.079,39.414,0.39,49.023
ryanhoo,StylishMusicPlayer,194,5.026,3.0,2,5.792,0,35,11.0,4.639,7.216,1.309,1.0,1,0.65,1,4,2.0,9.278,0.0,29.778,12.5,5,45.786,2,255,82.7,6.186,0.0,13.216,0.0,0,40.407,0,364,30.7,3.608,1.383,0.057,1.711
s4kibs4mi,java-developer-roadmap,1,0.0,0.0,0,,0,0,0.0,0.0,0.0,1.0,1.0,1,,1,1,1.0,0.0,0.0,5.0,5.0,5,,5,5,5.0,0.0,0.0,0.0,0.0,0,,0,0,0.0,0.0,0.0,0.0,0.0
saiwu-bigkoo,Android-ConvenientBanner,29,4.828,3.0,2,5.359,0,22,10.0,6.897,6.897,1.448,1.0,1,0.686,1,3,2.2,10.345,0.0,29.241,15.0,8,39.115,1,173,66.8,6.897,0.0,7.793,1.0,0,20.154,0,99,17.8,3.448,5.139,0.218,6.379
Sayi,poi-tl,525,6.493,4.0,0,7.964,0,63,15.0,4.19,11.048,1.206,1.0,1,0.527,1,4,2.0,3.429,0.0,43.43,23.0,5,69.754,1,926,93.0,3.238,0.19,89.655,0.0,0,1507.197,0,34452,35.0,0.19,3.546,0.111,4.802
saysky,ForestBlog,86,5.105,3.0,1,5.265,0,20,13.5,8.14,9.302,1.07,1.0,1,0.256,1,2,1.0,6.977,0.0,28.337,18.5,19,32.92,2,175,52.0,5.814,0.0,12.686,0.0,0,46.044,0,300,24.5,2.326,12.27,0.71,20.116
scribejava,scribejava,494,4.209,3.0,1,3.988,0,23,9.0,3.036,2.227,1.401,1.0,1,0.784,1,6,2.0,8.502,0.0,25.65,17.0,3,31.783,1,408,54.0,2.632,0.0,10.935,1.0,0,89.915,0,1910,15.0,0.405,2.339,0.13,3.342
scwang90,SmartRefreshLayout,341,6.651,3.0,2,7.591,0,56,19.0,4.985,17.302,1.507,1.0,1,0.849,1,5,3.0,4.106,0.0,53.214,12.0,7,154.997,1,2534,129.0,1.173,0.587,30.32,0.0,0,295.047,0,4611,13.0,0.587,9.02,0.227,12.088
seaswalker,spring-analysis,33,2.424,2.0,2,2.646,0,14,4.8,3.03,0.0,1.242,1.0,1,0.751,1,4,1.8,6.061,0.0,11.455,8.0,5,7.902,3,36,24.0,6.061,0.0,1.788,0.0,0,3.189,0,10,8.0,12.121,0.111,0.011,0.121
SeleniumHQ,selenium,1869,5.961,4.0,1,7.242,0,81,14.0,4.922,9.417,1.382,1.0,1,1.066,1,28,2.0,1.712,0.214,47.357,20.0,8,76.247,1,906,119.0,4.708,0.482,32.739,1.0,0,290.595,0,10731,36.0,1.07,3.294,0.092,4.367
seven332,EhViewer,601,7.145,4.0,2,10.2,0,97,16.0,3.328,11.647,1.822,1.0,1,1.51,1,16,3.0,4.992,1.165,73.83,25.0,5,155.953,2,1579,164.0,3.661,2.995,45.263,1.0,0,450.454,0,10754,36.0,0.499,4.085,0.075,5.519
sherxon,AlgoDS,710,1.338,1.0,1,0.832,0,4,2.0,0.423,0.0,1.004,1.0,1,0.065,1,2,1.0,0.423,0.0,29.883,25.0,31,21.227,3,178,54.0,4.225,0.0,1.411,0.0,0,4.1,0,68,3.0,2.817,1.176,0.05,1.489
shopizer-ecommerce,shopizer,1233,7.937,4.0,1,9.724,0,92,20.0,5.028,18.491,1.683,1.0,1,0.98,1,6,3.0,7.867,0.0,43.381,20.0,3,74.651,1,988,99.8,3.731,0.568,34.145,2.0,0,130.939,0,2617,77.0,2.595,5.477,0.198,8.603
shuzheng,zheng,509,4.53,3.0,3,5.718,0,40,11.0,5.108,5.501,1.409,1.0,1,0.492,1,2,2.0,0.0,0.0,82.008,16.0,2,154.783,2,1017,297.0,6.68,3.536,340.857,0.0,0,1786.343,0,24711,91.0,2.161,3.875,0.058,4.758
shuzijun,leetcode-editor,301,6.329,4.0,1,6.032,0,33,15.0,5.648,10.299,1.738,1.0,1,1.175,1,9,4.0,1.329,0.332,44.588,22.0,5,62.34,1,354,125.0,5.648,0.0,20.136,0.0,0,113.552,0,1592,36.0,0.664,1.114,0.028,1.262
shwenzhang,AndResGuard,66,3.53,2.0,1,4.558,0,25,8.0,6.061,3.03,1.5,1.0,1,0.864,1,4,3.0,4.545,0.0,98.576,41.5,5,159.126,1,897,263.5,4.545,3.03,22.379,1.5,0,44.337,0,224,63.5,3.03,7.436,0.107,10.591
signalapp,Signal-Server,1274,9.128,5.0,2,13.079,0,245,21.0,3.925,17.896,1.48,1.0,1,0.935,1,15,3.0,4.082,0.078,47.039,19.5,5,83.091,1,1038,114.0,3.061,0.785,13.72,0.0,0,82.417,0,1596,17.0,1.413,3.269,0.095,4.457
singwhatiwanna,dynamic-load-apk,62,5.806,3.0,0,6.249,0,26,14.9,4.839,11.29,1.452,1.0,1,0.803,1,4,3.0,3.226,0.0,42.258,13.0,6,65.378,2,304,114.3,4.839,0.0,9.419,0.0,0,30.008,0,171,11.0,3.226,3.5,0.11,4.629
skylot,jadx,2883,4.458,3.0,1,6.706,0,95,10.0,4.405,6.278,1.667,1.0,1,1.261,1,21,3.0,3.503,0.382,44.504,18.0,5,94.14,1,1471,99.0,3.503,1.006,32.218,0.0,0,328.918,0,10480,28.0,0.728,1.761,0.048,2.156
smuyyh,BookReader,699,4.798,2.0,2,6.573,0,76,12.0,4.578,7.01,1.438,1.0,1,0.814,1,6,3.0,4.435,0.0,44.226,13.0,5,138.748,1,3008,103.0,2.146,1.001,25.323,0.0,0,161.858,0,3764,39.0,1.86,5.735,0.163,7.212
Snailclimb,guide-rpc-framework,95,4.621,4.0,2,3.923,0,21,9.6,4.211,2.105,1.211,1.0,1,0.651,1,4,2.0,4.211,0.0,24.274,11.0,11,30.402,2,131,61.2,7.368,0.0,1.189,0.0,0,3.642,0,26,3.0,4.211,3.129,0.19,4.611
sockeqwe,mosby,662,5.381,3.0,2,5.684,0,39,13.9,5.74,9.063,1.612,1.0,1,1.228,1,10,3.0,3.474,0.906,25.888,12.0,5,36.002,2,291,64.0,5.136,0.0,9.637,0.0,0,27.976,0,279,22.8,4.23,3.063,0.15,3.882
socketio,socket.io-client-java,229,1.921,1.0,0,2.799,0,22,4.0,4.803,0.873,1.096,1.0,1,0.418,1,4,1.0,6.114,0.0,24.624,7.0,5,73.169,1,800,34.4,2.62,0.437,4.253,0.0,0,34.096,0,372,1.0,0.873,1.004,0.045,1.096
sofastack,sofa-boot,1181,5.153,3.0,0,5.456,0,45,12.0,4.742,6.097,1.198,1.0,1,0.535,1,7,2.0,3.048,0.0,27.798,12.0,5,46.419,2,590,66.0,3.98,0.169,17.819,0.0,0,246.223,0,8187,15.0,0.254,3.101,0.14,3.902
sofastack,sofa-jraft,1438,6.228,3.0,1,8.565,0,129,16.0,2.99,11.683,1.464,1.0,1,1.089,1,18,2.0,4.451,0.209,95.685,18.0,5,446.915,1,10990,201.6,1.043,4.59,76.505,1.0,0,318.96,0,7221,117.3,3.408,8.339,0.124,11.848
sofastack,sofa-rpc,1528,5.221,3.0,2,5.498,0,42,13.0,5.17,7.395,1.322,1.0,1,0.626,1,5,2.0,5.563,0.0,47.409,19.0,5,72.559,1,576,132.0,5.039,0.262,24.512,0.0,0,128.45,0,2609,29.3,2.291,8.684,0.266,12.6
software-mansion,react-native-svg,218,6.546,5.0,2,7.098,0,51,14.0,4.128,9.174,2.647,1.0,1,7.13,1,105,5.0,0.459,0.459,60.0,28.0,5,104.035,1,752,136.3,4.128,1.835,87.936,1.0,0,235.363,0,1643,387.9,5.963,6.481,0.128,7.67
SonarSource,sonarqube,8617,7.196,5.0,2,8.635,0,300,17.0,3.389,13.473,1.175,1.0,1,0.518,1,10,2.0,2.414,0.046,47.85,25.0,5,73.44,1,1370,113.0,3.76,0.395,26.591,0.0,0,197.664,0,6462,34.0,1.079,2.359,0.065,3.097
spinnaker,spinnaker,8186,6.594,5.0,1,6.898,0,109,15.0,4.227,10.066,1.568,1.0,1,1.161,1,23,3.0,7.867,0.098,28.842,13.0,5,57.733,1,1879,63.0,2.846,0.171,14.262,0.0,0,215.82,0,12246,13.0,0.415,1.84,0.078,2.258
SplashCodes,JAViewer,179,5.788,4.0,2,6.352,0,41,13.0,4.469,6.704,1.598,1.0,1,0.915,1,7,3.0,4.469,0.0,35.246,15.0,5,85.212,3,894,61.2,2.793,1.117,11.648,0.0,0,73.795,0,902,11.8,1.117,4.759,0.166,5.849
SPLWare,esProc,2650,6.68,5.0,1,7.576,0,87,14.0,3.509,9.321,2.171,2.0,1,1.521,1,18,4.0,4.075,0.491,160.705,45.0,5,511.965,1,11062,336.0,1.774,5.811,97.753,1.0,0,877.769,0,23980,64.0,0.943,21.582,0.212,33.994
spockframework,spock,726,5.406,4.0,1,6.645,0,59,12.0,4.408,7.438,1.448,1.0,1,1.089,1,18,2.0,4.821,0.138,35.109,15.0,5,58.397,1,633,78.0,4.408,0.275,34.741,1.0,0,186.127,0,2548,37.0,1.928,5.325,0.203,7.136
spotbugs,spotbugs,5270,4.083,2.0,0,7.737,0,193,10.0,3.548,5.901,1.369,1.0,1,0.869,1,15,2.0,2.505,0.247,41.206,14.0,5,192.945,1,11399,81.0,1.176,0.854,25.773,0.0,0,367.569,0,19493,16.0,0.493,5.725,0.179,7.389
spring-attic,spring-mvc-showcase,58,5.172,5.0,6,3.686,0,19,9.3,3.448,1.724,1.207,1.0,1,0.45,1,3,2.0,1.724,0.0,22.086,18.0,5,19.025,1,104,42.3,5.172,0.0,9.448,0.0,0,23.868,0,150,30.4,5.172,0.606,0.034,0.741
spring-attic,spring-security-oauth,999,6.064,4.0,1,6.466,0,54,14.0,5.506,9.71,1.603,1.0,1,1.57,1,24,3.0,3.504,0.901,35.239,14.0,5,55.17,1,536,87.0,4.605,0.1,13.399,0.0,0,72.779,0,1764,20.0,2.202,4.819,0.183,6.464
spring-cloud,spring-cloud-gateway,1219,6.902,5.0,4,7.578,0,138,14.0,2.543,9.27,1.372,1.0,1,0.783,1,10,2.0,8.696,0.082,33.523,17.0,5,48.988,1,632,78.0,4.594,0.082,16.399,0.0,0,140.475,0,3570,19.0,0.574,2.439,0.095,3.185
spring-cloud,spring-cloud-kubernetes,1091,7.887,6.0,1,6.586,0,36,17.0,4.95,13.291,1.261,1.0,1,0.556,1,5,2.0,2.2,0.0,29.153,15.0,9,41.977,2,462,67.0,3.941,0.0,4.967,0.0,0,22.385,0,465,9.0,2.383,4.577,0.204,5.958
spring-cloud,spring-cloud-netflix,264,7.208,6.0,1,6.769,0,56,16.0,3.03,12.879,1.216,1.0,1,0.533,1,5,2.0,1.894,0.0,32.235,11.0,2,61.091,2,603,75.1,2.652,0.379,85.807,0.0,0,897.929,0,13311,13.7,1.136,2.897,0.118,3.818
spring-io,initializr,738,5.907,4.0,3,5.999,0,46,13.0,5.42,8.672,1.267,1.0,1,0.626,1,5,2.0,6.369,0.0,43.053,23.5,8,66.351,1,1017,97.6,4.065,0.271,33.733,1.0,0,172.493,0,3321,49.6,1.897,5.808,0.194,8.35
spring-projects,spring-ai,2730,7.505,5.0,0,8.357,0,79,17.0,4.212,15.714,1.186,1.0,1,0.826,1,30,2.0,2.857,0.11,43.846,21.0,5,67.806,1,1305,110.0,3.773,0.147,27.174,1.0,0,391.924,0,19503,29.2,0.256,6.03,0.186,8.144
spring-projects,spring-authorization-server,679,10.252,7.0,3,10.202,0,79,23.0,4.86,21.944,1.395,1.0,1,0.822,1,11,2.0,1.473,0.295,54.778,28.0,5,74.193,2,624,149.2,5.155,0.147,16.692,0.0,0,96.667,0,2210,31.2,1.473,7.354,0.209,11.448
spring-projects,spring-boot,13107,5.385,4.0,3,6.312,0,179,12.0,3.166,6.31,1.294,1.0,1,0.783,1,16,2.0,5.493,0.191,29.776,11.0,5,61.248,1,1937,70.0,3.12,0.267,12.879,0.0,0,103.954,0,6443,15.0,1.068,2.903,0.118,3.507
spring-projects,spring-data-examples,6637,2.621,2.0,2,1.613,0,20,3.0,3.797,0.362,1.009,1.0,1,0.119,1,4,1.0,0.663,0.0,7.704,4.0,3,6.955,1,132,14.0,2.23,0.0,0.466,0.0,0,2.292,0,120,1.0,0.799,0.484,0.065,0.498
spring-projects,spring-framework,18304,5.232,3.0,1,6.792,0,202,12.0,3.737,6.545,1.476,1.0,1,1.524,1,70,2.0,1.978,0.453,41.064,12.0,2,105.634,1,5590,99.0,2.71,0.699,29.564,0.0,0,271.037,0,16290,30.0,0.852,8.122,0.256,10.528
spring-projects,spring-security,6705,7.715,5.0,2,8.351,0,207,16.0,4.057,12.334,1.265,1.0,1,0.76,1,21,2.0,4.758,0.119,40.675,16.0,5,74.948,1,2398,96.0,3.52,0.254,10.564,0.0,0,50.548,0,1317,20.0,1.879,5.8,0.207,8.435
springdoc,springdoc-openapi,3750,3.932,3.0,1,4.781,0,71,9.0,3.733,3.2,1.314,1.0,1,0.624,1,4,2.0,6.267,0.0,14.477,6.0,2,33.881,1,735,30.0,2.08,0.107,9.06,0.0,0,107.432,0,4723,10.0,0.48,7.762,0.619,8.961
springfox,springfox,1136,5.702,3.0,1,7.651,0,78,14.0,4.665,9.947,1.121,1.0,1,0.397,1,4,1.0,9.947,0.0,28.27,16.0,9,40.871,1,603,63.0,3.081,0.176,23.253,0.0,0,151.292,0,3321,36.0,0.968,2.252,0.092,2.595
springside,springside4,315,3.165,2.0,2,3.38,0,19,7.0,6.667,1.587,1.276,1.0,1,0.804,1,6,2.0,7.302,0.0,40.768,23.0,5,52.97,1,430,97.0,4.444,0.0,24.784,1.0,0,109.011,0,1225,36.0,2.54,9.056,0.327,13.34
sqshq,piggymetrics,99,6.04,5.0,4,4.342,0,17,13.0,8.081,8.081,1.061,1.0,1,0.24,1,2,1.0,6.061,0.0,19.0,11.0,5,20.054,1,90,40.8,7.071,0.0,3.828,0.0,0,10.079,0,54,9.8,8.081,1.168,0.07,1.333
square,android-times-square,47,4.553,4.0,1,5.656,0,27,11.4,6.383,6.383,1.234,1.0,1,0.598,1,4,2.0,4.255,0.0,48.638,8.0,6,123.488,1,693,108.8,4.255,2.128,25.872,0.0,0,134.509,0,921,26.8,2.128,6.474,0.161,7.851
square,dagger,406,3.175,3.0,3,2.947,0,20,6.5,4.187,1.478,1.229,1.0,1,0.716,1,8,2.0,4.926,0.246,19.81,5.0,5,53.878,1,717,45.0,3.448,0.246,5.988,0.0,0,45.363,0,820,3.0,1.232,2.149,0.128,2.53
square,javapoet,99,4.505,2.0,0,5.879,0,28,12.2,3.03,5.051,1.152,1.0,1,0.612,1,5,1.0,2.02,0.0,76.172,22.0,2,126.431,1,801,204.6,4.04,2.02,129.848,0.0,0,749.168,0,7354,128.8,1.01,4.261,0.076,5.768
square,otto,85,2.435,1.0,1,3.13,0,22,5.6,3.529,1.176,1.388,1.0,1,0.874,1,5,3.0,3.529,0.0,23.376,8.0,5,45.811,2,311,59.0,3.529,0.0,3.553,0.0,0,14.621,0,103,3.6,3.529,2.477,0.133,3.118
square,sqlbrite,106,4.698,2.0,2,5.878,0,33,11.5,5.66,8.491,1.358,1.0,1,0.771,1,6,2.0,4.717,0.0,31.406,9.0,5,76.178,3,708,62.0,1.887,0.943,4.302,0.0,0,27.941,0,287,8.0,0.943,4.927,0.182,5.717
